UID,Site,Replicate,Date,Time_Start,Time_End,LatitudeDec,LongitudeDec,CanopyCoverPer,PlantRichness,TreeRichness,VegRichness,PlantShannon,TreeShannon,VegShannon,PlantSimpson,TreeSimpson,VegSimpson,PlantInvSimp,TreeInvSimp,VegInvSimp,PlantEvenness,TreeEvenness,VegEvenness,Species,TotalCounts,PlantCounts,TreeCounts,ThresholdValue_Bottom,ThresholdValue_Top,N_Trees,SampleTime_min,PropTrees_Sampled
R2C,RC,2,2023-08-19,12:24,14:09,41.26431,-73.89838,91.45578756193835,3,3,6,0,0,0.7553553269380177,0,0,0.3534971644612477,1,1,1.5467836257309941,0,0,0.1258925544896696,Viola spp.,11,11,0,164,65535,4,105,0.75
R2C,RC,2,2023-08-19,12:24,14:09,41.26431,-73.89838,91.45578756193835,3,3,6,0,0,0.7553553269380177,0,0,0.3534971644612477,1,1,1.5467836257309941,0,0,0.1258925544896696,Nabelus trifoliatus,4,4,0,164,65535,4,105,0.75
R2C,RC,2,2023-08-19,12:24,14:09,41.26431,-73.89838,91.45578756193835,3,3,6,0,0,0.7553553269380177,0,0,0.3534971644612477,1,1,1.5467836257309941,0,0,0.1258925544896696,Carex spp.,73,73,0,164,65535,4,105,0.75
R2C,RC,2,2023-08-19,12:24,14:09,41.26431,-73.89838,91.45578756193835,3,3,6,0,0,0.7553553269380177,0,0,0.3534971644612477,1,1,1.5467836257309941,0,0,0.1258925544896696,Lindera benzoin,1,0,1,164,65535,4,105,0.75
R2C,RC,2,2023-08-19,12:24,14:09,41.26431,-73.89838,91.45578756193835,3,3,6,0,0,0.7553553269380177,0,0,0.3534971644612477,1,1,1.5467836257309941,0,0,0.1258925544896696,carpinus spp.,2,0,2,164,65535,4,105,0.75
R2C,RC,2,2023-08-19,12:24,14:09,41.26431,-73.89838,91.45578756193835,3,3,6,0,0,0.7553553269380177,0,0,0.3534971644612477,1,1,1.5467836257309941,0,0,0.1258925544896696,Ulmus spp.,1,0,1,164,65535,4,105,0.75
U2B,UB,2,2023-07-20,10:29,12:34,40.904728,-73.892106,88.7329357861972,5,5,10,0.6682484776645385,0.6931471805599453,1.7968338821020315,0.47530864197530853,0.5,0.7705112960760999,1.9058823529411761,2,4.357512953367876,0.1336496955329077,0.13862943611198905,0.17968338821020316,Parthenocissus qinquefolia,7,7,0,164,65535,8,125,0.75
U2B,UB,2,2023-07-20,10:29,12:34,40.904728,-73.892106,88.7329357861972,5,5,10,0.6682484776645385,0.6931471805599453,1.7968338821020315,0.47530864197530853,0.5,0.7705112960760999,1.9058823529411761,2,4.357512953367876,0.1336496955329077,0.13862943611198905,0.17968338821020316,Carex spp.,11,11,0,164,65535,8,125,0.75
U2B,UB,2,2023-07-20,10:29,12:34,40.904728,-73.892106,88.7329357861972,5,5,10,0.6682484776645385,0.6931471805599453,1.7968338821020315,0.47530864197530853,0.5,0.7705112960760999,1.9058823529411761,2,4.357512953367876,0.1336496955329077,0.13862943611198905,0.17968338821020316,Eunonymus obovatus,1,1,0,164,65535,8,125,0.75
U2B,UB,2,2023-07-20,10:29,12:34,40.904728,-73.892106,88.7329357861972,5,5,10,0.6682484776645385,0.6931471805599453,1.7968338821020315,0.47530864197530853,0.5,0.7705112960760999,1.9058823529411761,2,4.357512953367876,0.1336496955329077,0.13862943611198905,0.17968338821020316,Eurybia divaricata,1,1,0,164,65535,8,125,0.75
U2B,UB,2,2023-07-20,10:29,12:34,40.904728,-73.892106,88.7329357861972,5,5,10,0.6682484776645385,0.6931471805599453,1.7968338821020315,0.47530864197530853,0.5,0.7705112960760999,1.9058823529411761,2,4.357512953367876,0.1336496955329077,0.13862943611198905,0.17968338821020316,Maiathemum racemosum,1,1,0,164,65535,8,125,0.75
U2B,UB,2,2023-07-20,10:29,12:34,40.904728,-73.892106,88.7329357861972,5,5,10,0.6682484776645385,0.6931471805599453,1.7968338821020315,0.47530864197530853,0.5,0.7705112960760999,1.9058823529411761,2,4.357512953367876,0.1336496955329077,0.13862943611198905,0.17968338821020316,Prunus serotina,1,0,1,164,65535,8,125,0.75
U2B,UB,2,2023-07-20,10:29,12:34,40.904728,-73.892106,88.7329357861972,5,5,10,0.6682484776645385,0.6931471805599453,1.7968338821020315,0.47530864197530853,0.5,0.7705112960760999,1.9058823529411761,2,4.357512953367876,0.1336496955329077,0.13862943611198905,0.17968338821020316,Carya tormentosa,4,0,4,164,65535,8,125,0.75
U2B,UB,2,2023-07-20,10:29,12:34,40.904728,-73.892106,88.7329357861972,5,5,10,0.6682484776645385,0.6931471805599453,1.7968338821020315,0.47530864197530853,0.5,0.7705112960760999,1.9058823529411761,2,4.357512953367876,0.1336496955329077,0.13862943611198905,0.17968338821020316,Quercus spp.,1,0,1,164,65535,8,125,0.75
U2B,UB,2,2023-07-20,10:29,12:34,40.904728,-73.892106,88.7329357861972,5,5,10,0.6682484776645385,0.6931471805599453,1.7968338821020315,0.47530864197530853,0.5,0.7705112960760999,1.9058823529411761,2,4.357512953367876,0.1336496955329077,0.13862943611198905,0.17968338821020316,Ulmus spp.,1,0,1,164,65535,8,125,0.75
U2B,UB,2,2023-07-20,10:29,12:34,40.904728,-73.892106,88.7329357861972,5,5,10,0.6682484776645385,0.6931471805599453,1.7968338821020315,0.47530864197530853,0.5,0.7705112960760999,1.9058823529411761,2,4.357512953367876,0.1336496955329077,0.13862943611198905,0.17968338821020316,Vibrunum spp.,1,0,1,164,65535,8,125,0.75
S1A,SA,1,2023-06-24,14:06,16:43,40.746933,-73.739342,88.08251743984631,4,8,11,0,0.6931471805599453,2.2148103680507085,0,0.5,0.8698060941828255,1,2,7.680851063829788,0,0.08664339756999316,0.20134639709551896,Toxicodendron radicans,1,1,0,164,65535,12,157,0.6666666666666666
S1A,SA,1,2023-06-24,14:06,16:43,40.746933,-73.739342,88.08251743984631,4,8,11,0,0.6931471805599453,2.2148103680507085,0,0.5,0.8698060941828255,1,2,7.680851063829788,0,0.08664339756999316,0.20134639709551896,Lonicera japonica,1,1,0,164,65535,12,157,0.6666666666666666
S1A,SA,1,2023-06-24,14:06,16:43,40.746933,-73.739342,88.08251743984631,4,8,11,0,0.6931471805599453,2.2148103680507085,0,0.5,0.8698060941828255,1,2,7.680851063829788,0,0.08664339756999316,0.20134639709551896,Parthenocissus qinquefolia,4,4,0,164,65535,12,157,0.6666666666666666
S1A,SA,1,2023-06-24,14:06,16:43,40.746933,-73.739342,88.08251743984631,4,8,11,0,0.6931471805599453,2.2148103680507085,0,0.5,0.8698060941828255,1,2,7.680851063829788,0,0.08664339756999316,0.20134639709551896,Liquidambar styraciflua,4,1,3,164,65535,12,157,0.6666666666666666
S1A,SA,1,2023-06-24,14:06,16:43,40.746933,-73.739342,88.08251743984631,4,8,11,0,0.6931471805599453,2.2148103680507085,0,0.5,0.8698060941828255,1,2,7.680851063829788,0,0.08664339756999316,0.20134639709551896,Quercus spp.,1,0,1,164,65535,12,157,0.6666666666666666
S1A,SA,1,2023-06-24,14:06,16:43,40.746933,-73.739342,88.08251743984631,4,8,11,0,0.6931471805599453,2.2148103680507085,0,0.5,0.8698060941828255,1,2,7.680851063829788,0,0.08664339756999316,0.20134639709551896,Nyssa sylvatica,2,0,2,164,65535,12,157,0.6666666666666666
S1A,SA,1,2023-06-24,14:06,16:43,40.746933,-73.739342,88.08251743984631,4,8,11,0,0.6931471805599453,2.2148103680507085,0,0.5,0.8698060941828255,1,2,7.680851063829788,0,0.08664339756999316,0.20134639709551896,Dicotyledon,2,0,2,164,65535,12,157,0.6666666666666666
S1A,SA,1,2023-06-24,14:06,16:43,40.746933,-73.739342,88.08251743984631,4,8,11,0,0.6931471805599453,2.2148103680507085,0,0.5,0.8698060941828255,1,2,7.680851063829788,0,0.08664339756999316,0.20134639709551896,Lindera benzoin,1,0,1,164,65535,12,157,0.6666666666666666
S1A,SA,1,2023-06-24,14:06,16:43,40.746933,-73.739342,88.08251743984631,4,8,11,0,0.6931471805599453,2.2148103680507085,0,0.5,0.8698060941828255,1,2,7.680851063829788,0,0.08664339756999316,0.20134639709551896,Quercus imbricaria,1,0,1,164,65535,12,157,0.6666666666666666
S1A,SA,1,2023-06-24,14:06,16:43,40.746933,-73.739342,88.08251743984631,4,8,11,0,0.6931471805599453,2.2148103680507085,0,0.5,0.8698060941828255,1,2,7.680851063829788,0,0.08664339756999316,0.20134639709551896,Kalopanax septemlobus,1,0,1,164,65535,12,157,0.6666666666666666
S1A,SA,1,2023-06-24,14:06,16:43,40.746933,-73.739342,88.08251743984631,4,8,11,0,0.6931471805599453,2.2148103680507085,0,0.5,0.8698060941828255,1,2,7.680851063829788,0,0.08664339756999316,0.20134639709551896,Acer spp.,1,0,1,164,65535,12,157,0.6666666666666666
U2A,UA,2,2023-07-15,13:45,14:57,40.870772,-73.923439,90.65249170655918,3,5,8,0,0.410116318288409,1.6198528719321603,0,0.24489795918367352,0.729766803840878,1,1.3243243243243243,3.7005076142131985,0,0.0820232636576818,0.20248160899152004,Eurybia divaricata,12,12,0,187,65535,13,72,0.6923076923076923
U2A,UA,2,2023-07-15,13:45,14:57,40.870772,-73.923439,90.65249170655918,3,5,8,0,0.410116318288409,1.6198528719321603,0,0.24489795918367352,0.729766803840878,1,1.3243243243243243,3.7005076142131985,0,0.0820232636576818,0.20248160899152004,Sassafrus albidium,1,1,0,187,65535,13,72,0.6923076923076923
U2A,UA,2,2023-07-15,13:45,14:57,40.870772,-73.923439,90.65249170655918,3,5,8,0,0.410116318288409,1.6198528719321603,0,0.24489795918367352,0.729766803840878,1,1.3243243243243243,3.7005076142131985,0,0.0820232636576818,0.20248160899152004,Lonicera spp.,1,1,0,187,65535,13,72,0.6923076923076923
U2A,UA,2,2023-07-15,13:45,14:57,40.870772,-73.923439,90.65249170655918,3,5,8,0,0.410116318288409,1.6198528719321603,0,0.24489795918367352,0.729766803840878,1,1.3243243243243243,3.7005076142131985,0,0.0820232636576818,0.20248160899152004,Acer saccharum,1,0,1,187,65535,13,72,0.6923076923076923
U2A,UA,2,2023-07-15,13:45,14:57,40.870772,-73.923439,90.65249170655918,3,5,8,0,0.410116318288409,1.6198528719321603,0,0.24489795918367352,0.729766803840878,1,1.3243243243243243,3.7005076142131985,0,0.0820232636576818,0.20248160899152004,Acer spp.,6,0,6,187,65535,13,72,0.6923076923076923
U2A,UA,2,2023-07-15,13:45,14:57,40.870772,-73.923439,90.65249170655918,3,5,8,0,0.410116318288409,1.6198528719321603,0,0.24489795918367352,0.729766803840878,1,1.3243243243243243,3.7005076142131985,0,0.0820232636576818,0.20248160899152004,Acer rubrum,3,0,3,187,65535,13,72,0.6923076923076923
U2A,UA,2,2023-07-15,13:45,14:57,40.870772,-73.923439,90.65249170655918,3,5,8,0,0.410116318288409,1.6198528719321603,0,0.24489795918367352,0.729766803840878,1,1.3243243243243243,3.7005076142131985,0,0.0820232636576818,0.20248160899152004,Nyssa sylvatica,1,0,1,187,65535,13,72,0.6923076923076923
U2A,UA,2,2023-07-15,13:45,14:57,40.870772,-73.923439,90.65249170655918,3,5,8,0,0.410116318288409,1.6198528719321603,0,0.24489795918367352,0.729766803840878,1,1.3243243243243243,3.7005076142131985,0,0.0820232636576818,0.20248160899152004,Prunus spp.,2,0,2,187,65535,13,72,0.6923076923076923
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Carex pennsylvanica,552,552,0,NA,NA,8,148,0.5
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Carya cordiformis,2,2,0,NA,NA,8,148,0.5
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Viburnum acerifolium,1,1,0,NA,NA,8,148,0.5
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Quercus spp.,1,1,0,NA,NA,8,148,0.5
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Acer saccharum,3,1,2,NA,NA,8,148,0.5
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Eunonymus spp.,1,1,0,NA,NA,8,148,0.5
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Fraxinus spp.,1,1,0,NA,NA,8,148,0.5
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Acer rubrum,1,1,0,NA,NA,8,148,0.5
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Liriodendron tulipifera,2,1,1,NA,NA,8,148,0.5
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Acer negundo,1,0,1,NA,NA,8,148,0.5
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Carpinus caroliniana,2,0,2,NA,NA,8,148,0.5
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Ulmus alata,1,0,1,NA,NA,8,148,0.5
R1A,RA,1,2023-06-03,17:28,19:56,41.26137,-73.89417,NA,9,6,13,0.11498861335500196,1.732867951399863,0.2058606775458026,0.03179323909113141,0.8125,0.05877174829581078,1.0328372413566775,5.333333333333333,1.0624415471904913,0.012776512595000218,0.2888113252333105,0.015835436734292507,Betula lenta,1,0,1,NA,NA,8,148,0.5
R1B,RB,1,2023-06-04,14:56,16:38,41.26344,-73.89543,NA,4,3,7,0.804367170305653,0.7214636866925115,1.1302487996387625,0.49184654538599293,0.4027777777777778,0.5858601134215502,1.9679094787608975,1.6744186046511629,2.414643052766113,0.20109179257641324,0.2404878955641705,0.16146411423410892,Parathelypteris noveboracensis,34,34,0,NA,NA,12,102,0.6666666666666666
R1B,RB,1,2023-06-04,14:56,16:38,41.26344,-73.89543,NA,4,3,7,0.804367170305653,0.7214636866925115,1.1302487996387625,0.49184654538599293,0.4027777777777778,0.5858601134215502,1.9679094787608975,1.6744186046511629,2.414643052766113,0.20109179257641324,0.2404878955641705,0.16146411423410892,Carex pennsylvanica,65,65,0,NA,NA,12,102,0.6666666666666666
R1B,RB,1,2023-06-04,14:56,16:38,41.26344,-73.89543,NA,4,3,7,0.804367170305653,0.7214636866925115,1.1302487996387625,0.49184654538599293,0.4027777777777778,0.5858601134215502,1.9679094787608975,1.6744186046511629,2.414643052766113,0.20109179257641324,0.2404878955641705,0.16146411423410892,Eunonymus spp.,3,3,0,NA,NA,12,102,0.6666666666666666
R1B,RB,1,2023-06-04,14:56,16:38,41.26344,-73.89543,NA,4,3,7,0.804367170305653,0.7214636866925115,1.1302487996387625,0.49184654538599293,0.4027777777777778,0.5858601134215502,1.9679094787608975,1.6744186046511629,2.414643052766113,0.20109179257641324,0.2404878955641705,0.16146411423410892,Fraxinus spp.,1,1,0,NA,NA,12,102,0.6666666666666666
R1B,RB,1,2023-06-04,14:56,16:38,41.26344,-73.89543,NA,4,3,7,0.804367170305653,0.7214636866925115,1.1302487996387625,0.49184654538599293,0.4027777777777778,0.5858601134215502,1.9679094787608975,1.6744186046511629,2.414643052766113,0.20109179257641324,0.2404878955641705,0.16146411423410892,Quercus spp.,2,0,2,NA,NA,12,102,0.6666666666666666
R1B,RB,1,2023-06-04,14:56,16:38,41.26344,-73.89543,NA,4,3,7,0.804367170305653,0.7214636866925115,1.1302487996387625,0.49184654538599293,0.4027777777777778,0.5858601134215502,1.9679094787608975,1.6744186046511629,2.414643052766113,0.20109179257641324,0.2404878955641705,0.16146411423410892,Carpinus caroliniana,9,0,9,NA,NA,12,102,0.6666666666666666
R1B,RB,1,2023-06-04,14:56,16:38,41.26344,-73.89543,NA,4,3,7,0.804367170305653,0.7214636866925115,1.1302487996387625,0.49184654538599293,0.4027777777777778,0.5858601134215502,1.9679094787608975,1.6744186046511629,2.414643052766113,0.20109179257641324,0.2404878955641705,0.16146411423410892,Acer spp.,1,0,1,NA,NA,12,102,0.6666666666666666
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Eunonymus aboviatus,9,9,0,NA,NA,9,163,0.5555555555555556
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Carex spp.,8,8,0,NA,NA,9,163,0.5555555555555556
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Carex blanda,7,7,0,NA,NA,9,163,0.5555555555555556
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Lonicera spp.,19,19,0,NA,NA,9,163,0.5555555555555556
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Parthenocissus qinquefolia,3,3,0,NA,NA,9,163,0.5555555555555556
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Dichantenium spp.,19,19,0,NA,NA,9,163,0.5555555555555556
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Fraxinus spp.,3,3,0,NA,NA,9,163,0.5555555555555556
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Fagus grandifolia,3,0,3,NA,NA,9,163,0.5555555555555556
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Acer saccharum,1,0,1,NA,NA,9,163,0.5555555555555556
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Ulmus spp.,2,0,2,NA,NA,9,163,0.5555555555555556
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Liriodendron tulipifera,1,0,1,NA,NA,9,163,0.5555555555555556
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Carya spp.,1,0,1,NA,NA,9,163,0.5555555555555556
R1C,RC,1,2023-06-05,07:41,10:24,41.26431,-73.89838,NA,7,6,13,1.7413859476292648,1.6769877743224173,2.0945273602912233,0.7980103806228374,0.7901234567901234,0.8396019564850734,4.950749464668094,4.764705882352941,6.2344900105152465,0.24876942108989497,0.27949796238706953,0.16111748925317101,Betula lenta,1,0,1,NA,NA,9,163,0.5555555555555556
S2A,SA,2,2023-07-22,12:14,13:49,40.746933,-73.739342,NA,4,4,8,0.2711893730418441,0,1.6340203634240023,0.14201183431952646,1,0.75665748393021115,1.1655172413793102,Inf,4.10943396226415,0.06779734326046102,0,0.20425254542800028,Toxicodendron radicans,8,8,0,NA,NA,11,95,0.8181818181818182
S2A,SA,2,2023-07-22,12:14,13:49,40.746933,-73.739342,NA,4,4,8,0.2711893730418441,0,1.6340203634240023,0.14201183431952646,1,0.75665748393021115,1.1655172413793102,Inf,4.10943396226415,0.06779734326046102,0,0.20425254542800028,Parthenocissus qinquefolia,12,12,0,NA,NA,11,95,0.8181818181818182
